,Shortest,Common,Jaccard,PA1,PA2,katz
"(38550, 38817)",0.03333333333333333,1,240,0.3789231816899512,0.037382461359729856,-3
"(12938, 38257)",0.0,0,90,0.0,0.023284784363511717,-3
"(38610, 38867)",0.0,0,168,0.0,0.04097141176966351,-3
"(28464, 8627)",0.0,0,0,0.0,0.021881405322276122,-100
"(42380, 42381)",0.0,0,0,0.0,0.015258698535195715,-100
"(21660, 35888)",0.0,0,12,0.0,0.01678456838871529,-100
"(38048, 27408)",0.0,0,57,0.0,0.024070155962883574,-100
"(7632, 38292)",0.0,0,19,0.0,0.0415332679257059,-100
"(37986, 38254)",0.0,0,120,0.0,0.02520354133617101,-100
"(36504, 36508)",0.0,0,0,0.0,0.016021633461955502,-100
"(12408, 7381)",0.0,0,0,0.0,0.015258698535195715,-100
"(49233, 49239)",0.0,0,0,0.0,0.016021633461955502,-100
"(6067, 38162)",0.0,0,18,0.0,0.025002941032463588,-100
"(4814, 38582)",0.0,0,11,0.0,0.01905461259914562,-100
"(38102, 38730)",0.0,0,192,0.0,0.032889649025575576,-100
"(10268, 43464)",0.0,0,0,0.0,0.015258698535195715,-100
"(38623, 5766)",0.0,0,17,0.0,0.025009958668136264,-100
"(28067, 4501)",0.0,0,6,0.0,0.017547503315475076,-100
"(38052, 38219)",0.0,0,170,0.0,0.03175507303130014,-4
"(17101, 8605)",0.0,0,45,0.0,0.025568864631110362,-100
"(37997, 38213)",0.05405405405405406,2,380,0.9102392266268373,0.03339258551775074,-2
"(31792, 38578)",0.0,0,266,0.0,0.020487412020949766,-100
"(1769, 18257)",0.0,0,0,0.0,0.015258698535195715,-100
"(38527, 38125)",0.0,0,195,0.0,0.02195356559972768,-100
"(29459, 38658)",0.0,0,208,0.0,0.02541390550559608,-4
"(14855, 15578)",0.0,0,0,0.0,0.015258698535195715,-100
"(52845, 52846)",0.0,0,0,0.0,0.015258698535195715,-100
"(16466, 16502)",0.0,0,0,0.0,0.017896048610895426,-100
"(8407, 8577)",0.0,0,60,0.0,0.01826032341199428,-4
"(37886, 37887)",0.0,0,0,0.0,0.01609792695463148,-100
"(8108, 15787)",0.0,0,0,0.0,0.015258698535195715,-100
"(28467, 37963)",0.0,0,0,0.0,0.016021633461955502,-100
"(38509, 38572)",0.034482758620689655,1,225,0.36067376022224085,0.017021078216010822,-100
"(31955, 41767)",0.0,0,0,0.0,0.016021633461955502,-100
"(4447, 5566)",0.0,0,0,0.0,0.015258698535195715,-100
"(9274, 31367)",0.0,0,9,0.0,0.01678456838871529,-100
"(29868, 38107)",0.0,0,24,0.0,0.022806010935988948,-100
"(38767, 38691)",0.0,0,289,0.0,0.04020904233027143,-100
"(32234, 38308)",0.0,0,34,0.0,0.044710260589896564,-100
"(38003, 38310)",0.0,0,216,0.0,0.03706527797693838,-3
"(38576, 8587)",0.0,0,81,0.0,0.02446835751887743,-100
"(40554, 8608)",0.0,0,8,0.0,0.01944530394579004,-100
"(38584, 27383)",0.0,0,63,0.0,0.019422110724016544,-100
"(47882, 51553)",0.0,0,0,0.0,0.015258698535195715,-100
"(23494, 32329)",0.0,0,1,0.0,0.016021633461955502,-100
"(38664, 38777)",0.0,0,224,0.0,0.03415050850372551,-4
"(1157, 38728)",0.0,0,120,0.0,0.025213855812025295,-100
"(38138, 38295)",0.043478260869565216,1,143,0.4170323914242463,0.032809751023950076,-5
"(8416, 22228)",0.0,0,0,0.0,0.015258698535195715,-100
"(38656, 20978)",0.0,0,13,0.0,0.020827304398346083,-100
"(38559, 38792)",0.0,0,99,0.0,0.028540005817303607,-3
"(21837, 38865)",0.0,0,19,0.0,0.041802151904803075,-100
"(8478, 8636)",0.038461538461538464,1,176,0.4170323914242463,0.0338359020328307,-100
"(8002, 15502)",0.0,0,1,0.0,0.016021633461955502,-100
"(33569, 33571)",0.0,0,0,0.0,0.015258698535195715,-100
"(38013, 8286)",0.0,0,0,0.0,0.016189479145842654,-100
"(38031, 38033)",0.03571428571428571,1,204,0.3459762562611936,0.019386176488966157,-100
"(38529, 38778)",0.0,0,280,0.0,0.03476605788369546,-4
"(38250, 38294)",0.038461538461538464,1,176,0.3898712452512801,0.05436206879059094,-100
"(8532, 8665)",0.0,0,28,0.0,0.026824174100988835,-100
"(38536, 39032)",0.03225806451612903,1,247,0.3789231816899512,0.04839622641546493,-2
"(41828, 41829)",0.0,0,0,0.0,0.015258698535195715,-100
"(38052, 38090)",0.0,0,130,0.0,0.02256047574109683,-100
"(7686, 8664)",0.0,0,7,0.0,0.022979139463594908,-100
"(38514, 38650)",0.0,0,247,0.0,0.026478794344649198,-3
"(1086, 23365)",0.0,0,0,0.0,0.015258698535195715,-100
"(30000, 38650)",0.0,0,19,0.0,0.026478794344649198,-100
"(38601, 38626)",0.05714285714285714,2,342,0.6744349950142448,0.026568508679027256,-100
"(14694, 14723)",0.0,0,0,0.0,0.016021633461955502,-100
"(16479, 33276)",0.0,0,8,0.0,0.01678456838871529,-100
"(8601, 38246)",0.0,0,104,0.0,0.03202027689459655,-100
"(38091, 38309)",0.0,0,156,0.0,0.041077179063611614,-3
"(29596, 38570)",0.0,0,156,0.0,0.018803370498414358,-100
"(932, 20708)",0.0,0,0,0.0,0.015258698535195715,-100
"(13127, 8647)",0.0,0,9,0.0,0.026347118604558056,-100
"(37712, 8611)",0.0,0,0,0.0,0.023159286885716168,-100
"(38069, 38105)",0.03333333333333333,1,220,0.3898712452512801,0.025459853314965634,-2
"(38289, 38301)",0.0,0,180,0.0,0.05279509322391343,-100
"(10068, 17983)",0.0,0,1,0.0,0.01609792695463148,-100
"(545, 5032)",0.0,0,2,0.0,0.016021633461955502,-100
"(3585, 26350)",0.0,0,2,0.0,0.01678456838871529,-100
"(35523, 12513)",0.0,0,1,0.0,0.016021633461955502,-100
"(8462, 8660)",0.0,0,150,0.0,0.03685057737694179,-3
"(8628, 38155)",0.0,0,84,0.0,0.028618592967026,-100
"(38219, 38284)",0.0,0,289,0.0,0.05492881887664387,-100
"(39420, 39424)",0.0,0,0,0.0,0.015258698535195715,-100
"(22605, 43603)",0.0,0,0,0.0,0.015258698535195715,-100
"(38606, 38628)",0.0,0,286,0.0,0.022784429032780766,-100
"(876, 16004)",0.0,0,2,0.0,0.016021633461955502,-100
"(8426, 8525)",0.038461538461538464,1,162,0.43429448190325176,0.022547115835007354,-2
"(8451, 8565)",0.0,0,70,0.0,0.02305021282580306,-100
"(42791, 42806)",0.0,0,2,0.0,0.016021633461955502,-100
"(8577, 8587)",0.0,0,45,0.0,0.02510488412272066,-100
"(38033, 38879)",0.0,0,323,0.0,0.04548524064172784,-100
"(28516, 38267)",0.0,0,18,0.0,0.026406255323411947,-100
"(18240, 30118)",0.0,0,0,0.0,0.015258698535195715,-100
"(10916, 46602)",0.0,0,2,0.0,0.01762379680815105,-100
"(6966, 39159)",0.0,0,0,0.0,0.016021633461955502,-100
"(47497, 8116)",0.0,0,1,0.0,0.016021633461955502,-100
"(38606, 38100)",0.0,0,364,0.0,0.02819159315049092,-100
"(8514, 8661)",0.1,2,105,0.8513268733274981,0.030491521010836027,-3
"(19611, 38816)",0.0,0,192,0.0,0.03640622341531907,-3
"(38104, 38147)",0.0,0,221,0.0,0.027533389581747628,-100
"(38595, 38821)",0.0,0,99,0.0,0.027641110980923644,-6
"(8438, 38302)",0.0,0,126,0.0,0.041880152945026686,-100
"(8413, 8595)",0.0,0,77,0.0,0.0200520889810899,-100
"(9722, 43440)",0.0,0,0,0.0,0.015258698535195715,-100
"(30731, 30736)",0.0,0,0,0.0,0.015258698535195715,-100
"(8435, 8577)",0.0,0,45,0.0,0.01742109499255852,-4
"(2060, 2063)",0.0,0,0,0.0,0.015258698535195715,-100
"(38529, 38869)",0.0,0,196,0.0,0.038209489183214755,-3
"(15285, 31013)",0.0,0,0,0.0,0.015258698535195715,-100
"(38585, 38635)",0.03333333333333333,1,240,0.36067376022224085,0.02666617785360071,-100
"(831, 6015)",0.0,0,0,0.0,0.015258698535195715,-100
"(3069, 12656)",0.0,0,8,0.0,0.016021633461955502,-100
"(38574, 40177)",0.0,0,16,0.0,0.01894367423144548,-100
"(52781, 38576)",0.0,0,9,0.0,0.01678456838871529,-100
"(38061, 38251)",0.0,0,182,0.0,0.029725145171263068,-4
"(6143, 6144)",0.0,0,0,0.0,0.015258698535195715,-100
"(2174, 6885)",0.0,0,9,0.0,0.016021633461955502,-100
"(11039, 22453)",0.0,0,0,0.0,0.016021633461955502,-100
"(1433, 25161)",0.0,0,1,0.0,0.016021633461955502,-100
"(36085, 36086)",0.0,0,0,0.0,0.015258698535195715,-100
"(36347, 43010)",0.0,0,0,0.0,0.015258698535195715,-100
"(8491, 8642)",0.06666666666666667,1,63,0.3459762562611936,0.027892436951091407,-4
"(22871, 22872)",0.0,0,0,0.0,0.015258698535195715,-100
"(8490, 8651)",0.0,0,80,0.0,0.0293297381009483,-3
"(11969, 11970)",0.0,0,0,0.0,0.015258698535195715,-100
"(8536, 8547)",0.04,1,153,0.36067376022224085,0.02985386540062948,-100
"(37989, 24383)",0.0,0,11,0.0,0.01609792695463148,-100
"(15840, 19813)",0.0,0,1,0.0,0.016021633461955502,-100
"(38066, 38270)",0.043478260869565216,1,143,0.3898712452512801,0.03187650896397828,-2
"(33437, 8617)",0.0,0,8,0.0,0.022875193661525746,-100
"(17618, 26462)",0.0,0,0,0.0,0.015258698535195715,-100
"(8513, 8524)",0.0,0,77,0.0,0.021824001777954044,-100
"(38259, 38278)",0.0,0,99,0.0,0.03974092523448493,-100
"(45054, 45056)",0.0,0,0,0.0,0.015258698535195715,-100
"(8562, 8568)",0.045454545454545456,1,120,0.36926937306885504,0.029799954778394547,-100
"(14698, 38848)",0.0,0,80,0.0,0.04494943205301238,-100
"(48075, 8618)",0.0,0,0,0.0,0.021483898853405993,-100
"(10614, 38257)",0.0,0,0,0.0,0.023284784363511717,-100
"(6207, 33036)",0.0,0,0,0.0,0.015258698535195715,-100
"(30993, 27415)",0.0,0,1,0.0,0.01609792695463148,-100
"(2491, 16884)",0.0,0,0,0.0,0.01678456838871529,-100
"(38058, 21926)",0.0,0,16,0.0,0.01865118176509417,-100
"(4267, 17209)",0.0,0,0,0.0,0.015258698535195715,-100
"(8474, 8625)",0.038461538461538464,1,152,0.4170323914242463,0.03915804433135268,-2
"(44979, 38771)",0.0,0,0,0.0,0.032511712508959574,-100
"(36097, 38196)",0.0,0,156,0.0,0.026975768256232553,-3
"(30748, 30751)",0.0,0,0,0.0,0.015258698535195715,-100
"(2407, 11132)",0.0,0,0,0.0,0.015258698535195715,-100
"(752, 46583)",0.0,0,0,0.0,0.016021633461955502,-100
"(11337, 38713)",0.0625,1,72,0.36926937306885504,0.020046694840423977,-2
"(38842, 39030)",0.08,2,126,0.7863017644931014,0.05080370219121305,-100
"(38785, 38822)",0.0,0,210,0.0,0.03782858616961107,-100
"(660, 15605)",0.0,0,4,0.0,0.016021633461955502,-100
"(14371, 21863)",0.0,0,0,0.0,0.01609792695463148,-100
"(38123, 38191)",0.0,0,120,0.0,0.027995909176563482,-100
"(46488, 29077)",0.0,0,1,0.0,0.016021633461955502,-100
"(38611, 38290)",0.0,0,399,0.0,0.04437182646343121,-100
"(37990, 38092)",0.0,0,117,0.0,0.016218197694942732,-100
"(8484, 8557)",0.0,0,66,0.0,0.02187185305656042,-100
"(8422, 46669)",0.0,0,20,0.0,0.017547503315475076,-100
"(38121, 38245)",0.0,0,156,0.0,0.03545450230085689,-4
"(20389, 32060)",0.0,0,0,0.0,0.015258698535195715,-100
"(13999, 38628)",0.0,0,11,0.0,0.016418927247456097,-100
"(38022, 38054)",0.0,0,147,0.0,0.02203098349064002,-100
"(24894, 24896)",0.0,0,0,0.0,0.016021633461955502,-100
"(8488, 19999)",0.0,0,8,0.0,0.018546948069530392,-100
"(38597, 39028)",0.0,0,168,0.0,0.040080595040875064,-3
"(3039, 3040)",0.0,0,0,0.0,0.015258698535195715,-100
"(30068, 21920)",0.0,0,1,0.0,0.016021633461955502,-100
"(2494, 13801)",0.0,0,3,0.0,0.016860861881391263,-100
"(38221, 38300)",0.034482758620689655,1,224,0.3898712452512801,0.04568179253042796,-100
"(38521, 38777)",0.0,0,238,0.0,0.02976134387007646,-3
"(38699, 38835)",0.0,0,192,0.0,0.03934960004150336,-5
"(8467, 38863)",0.0,0,144,0.0,0.04314598385211702,-100
"(38501, 16415)",0.0,0,0,0.0,0.016021633461955502,-100
"(38025, 38155)",0.0,0,96,0.0,0.021896388685225598,-4
"(38053, 38144)",0.045454545454545456,1,90,0.36926937306885504,0.027796482777939814,-100
"(45484, 38271)",0.0,0,0,0.0,0.03908041805239444,-100
"(12135, 38771)",0.0,0,20,0.0,0.032511712508959574,-100
"(1642, 5787)",0.0,0,0,0.0,0.015258698535195715,-100
"(41605, 41609)",0.0,0,1,0.0,0.01609792695463148,-100
"(38542, 38841)",0.03333333333333333,1,240,0.3898712452512801,0.03862106439338547,-3
"(43082, 38122)",0.0,0,9,0.0,0.019324349920958384,-100
"(48330, 12888)",0.0,0,1,0.0,0.016021633461955502,-100
"(19770, 26572)",0.0,0,1,0.0,0.016021633461955502,-100
"(18849, 41032)",0.0,0,0,0.0,0.015258698535195715,-100
"(38052, 38268)",0.043478260869565216,1,140,0.48089834696298783,0.03166749909560041,-2
"(31916, 38294)",0.0,0,11,0.0,0.032148913880133106,-100
"(12158, 38841)",0.0,0,32,0.0,0.03769028378273853,-100
"(49959, 49960)",0.0,0,0,0.0,0.015258698535195715,-100
"(20070, 20071)",0.0,0,0,0.0,0.015258698535195715,-100
"(38549, 38643)",0.0,0,144,0.0,0.019049944200328777,-4
"(10012, 52603)",0.0,0,0,0.0,0.015258698535195715,-100
"(36400, 38602)",0.0,0,13,0.0,0.021798913944618227,-100
"(13872, 21926)",0.0,0,0,0.0,0.016021633461955502,-100
"(38033, 38260)",0.07407407407407407,2,204,0.713629884087002,0.03354141804692267,-2
"(10657, 38863)",0.0,0,16,0.0,0.03946863750513485,-100
"(38033, 8450)",0.0,0,119,0.0,0.020462677670624214,-100
"(38120, 38151)",0.0,0,70,0.0,0.023212569559100938,-100
"(12723, 38305)",0.0,0,0,0.0,0.03003265108308802,-100
"(8570, 8573)",0.0,0,120,0.0,0.024959932216277597,-100
"(2280, 28846)",0.0,0,4,0.0,0.015258698535195715,-100
"(29435, 30767)",0.0,0,1,0.0,0.01609792695463148,-100
"(18382, 18050)",0.0,0,2,0.0,0.016021633461955502,-100
"(38034, 44178)",0.0,0,0,0.0,0.01891042705320714,-100
"(1095, 18576)",0.0,0,0,0.0,0.015258698535195715,-100
"(21218, 21223)",0.0,0,0,0.0,0.015258698535195715,-100
"(38611, 8462)",0.0,0,190,0.0,0.021519571424664548,-100
"(46577, 38736)",0.0,0,9,0.0,0.02500785011436178,-100
"(32125, 38867)",0.0,0,154,0.0,0.03743749718891218,-100
"(6987, 38875)",0.0,0,36,0.0,0.042159339376123706,-100
"(24240, 24243)",0.0,0,0,0.0,0.015258698535195715,-100
"(44599, 50035)",0.0,0,2,0.0,0.016021633461955502,-100
"(38572, 38572)",1.0,15,225,5.8207864343680304,0.018783457896825926,0
"(40411, 38747)",0.0,0,20,0.0,0.032765763209666066,-100
"(38525, 38821)",0.037037037037037035,1,187,0.3898712452512801,0.02832775241500745,-3
"(28933, 28935)",0.0,0,0,0.0,0.015258698535195715,-100
"(8411, 39031)",0.0,0,150,0.0,0.040485889320597074,-100
"(47074, 8478)",0.0,0,16,0.0,0.022057211667552167,-100
"(45590, 45591)",0.0,0,0,0.0,0.015258698535195715,-100
"(38278, 38251)",0.043478260869565216,1,143,0.3898712452512801,0.04346651619880432,-100
"(38721, 38781)",0.058823529411764705,2,315,0.6744349950142448,0.04811111360503838,-100
"(14720, 9202)",0.0,0,6,0.0,0.018394361084178433,-100
"(24554, 38271)",0.0,0,18,0.0,0.03908041805239444,-100
"(8442, 40175)",0.0,0,0,0.0,0.017867935984714183,-100
"(1782, 45610)",0.0,0,2,0.0,0.016021633461955502,-100
"(8469, 8479)",0.0,0,120,0.0,0.0220596530593178,-100
"(38706, 38748)",0.0,0,231,0.0,0.03831388978605246,-100
"(38669, 38775)",0.0,0,374,0.0,0.040954090179009195,-3
"(38617, 39026)",0.0,0,72,0.0,0.030711160752366913,-3
"(38552, 38722)",0.0,0,96,0.0,0.02057397815775799,-3
"(38628, 8670)",0.0,0,132,0.0,0.03046794294179743,-100
"(38574, 38727)",0.0,0,112,0.0,0.025265133080437683,-4
"(28803, 41825)",0.0,0,0,0.0,0.015258698535195715,-100
"(38545, 38865)",0.0,0,266,0.0,0.04264138032423884,-3
"(36481, 38811)",0.0,0,15,0.0,0.03692096726389581,-100
"(38697, 38853)",0.0,0,228,0.0,0.04848865328105223,-100
"(38112, 38308)",0.0,0,136,0.0,0.04931366617050751,-3
"(14319, 38608)",0.0,0,11,0.0,0.019796948282882892,-100
"(36785, 8568)",0.0,0,15,0.0,0.026543508873123282,-100
"(8618, 8629)",0.05,1,90,0.43429448190325176,0.03893755425306983,-100
"(8548, 8613)",0.0,0,48,0.0,0.02392133379436795,-100
"(38056, 45525)",0.0,0,30,0.0,0.017547503315475076,-100
"(3311, 43970)",0.0,0,6,0.0,0.016021633461955502,-100
"(8570, 31697)",0.0,0,12,0.0,0.021726047494598458,-100
"(38542, 38795)",0.029411764705882353,1,300,0.36926937306885504,0.04123481712068097,-2
"(40573, 40574)",0.0,0,0,0.0,0.015258698535195715,-100
"(38520, 38834)",0.034482758620689655,1,224,0.45511961331341866,0.0376827657227887,-2
"(39205, 39206)",0.0,0,0,0.0,0.016021633461955502,-100
"(38680, 38755)",0.0,0,304,0.0,0.037475756841989984,-100
"(14965, 14966)",0.0,0,0,0.0,0.015258698535195715,-100
"(1063, 38276)",0.0,0,30,0.0,0.032135612834473234,-100
"(6141, 18639)",0.0,0,0,0.0,0.015258698535195715,-100
"(38037, 51068)",0.0,0,18,0.0,0.01770009030082703,-100
"(38165, 16613)",0.0,0,22,0.0,0.028179789151003026,-100
"(35925, 39339)",0.0,0,0,0.0,0.015258698535195715,-100
"(16739, 31506)",0.0,0,1,0.0,0.016021633461955502,-100
"(14648, 20817)",0.0,0,0,0.0,0.015258698535195715,-100
"(38111, 32923)",0.0,0,11,0.0,0.021307827701046216,-100
"(27409, 27426)",0.0,0,4,0.0,0.018401990433446033,-100
"(11323, 30694)",0.0,0,1,0.0,0.01610555630389908,-100
"(10516, 12824)",0.0,0,0,0.0,0.015258698535195715,-100
"(934, 34410)",0.0,0,1,0.0,0.01609792695463148,-100
"(38614, 47564)",0.0,0,32,0.0,0.021589173978032842,-100
"(2586, 2587)",0.0,0,0,0.0,0.015258698535195715,-100
"(8947, 45231)",0.0,0,0,0.0,0.015258698535195715,-100
"(33567, 8594)",0.0,0,14,0.0,0.020974420117940373,-100
"(45009, 8536)",0.0,0,34,0.0,0.02609243339376102,-100
"(29412, 2123)",0.0,0,0,0.0,0.015258698535195715,-100
"(38556, 38670)",0.04,1,169,0.4170323914242463,0.023247355233765834,-6
"(1643, 26989)",0.0,0,15,0.0,0.01609792695463148,-100
"(38029, 38112)",0.0,0,144,0.0,0.021743669490880184,-100
"(8739, 10208)",0.0,0,0,0.0,0.015258698535195715,-100
"(38753, 38803)",0.043478260869565216,1,143,0.3898712452512801,0.03433548280913595,-100
"(8447, 8524)",0.05263157894736842,1,91,0.45511961331341866,0.019601324138312417,-2
"(16969, 35206)",0.0,0,0,0.0,0.016021633461955502,-100
"(3831, 38755)",0.0,0,0,0.0,0.02538921282677623,-100
"(40379, 40385)",0.0,0,0,0.0,0.015258698535195715,-100
"(34760, 8670)",0.0,0,12,0.0,0.029307714229537044,-100
"(10408, 49817)",0.0,0,2,0.0,0.016021633461955502,-100
"(2789, 2791)",0.0,0,0,0.0,0.015258698535195715,-100
"(6420, 23021)",0.0,0,0,0.0,0.016021633461955502,-100
"(1413, 43264)",0.0,0,1,0.0,0.016021633461955502,-100
"(38586, 38732)",0.03571428571428571,1,198,0.3284587387530511,0.029507978544332077,-100
"(38580, 38815)",0.0,0,136,0.0,0.027363465167212282,-5
"(38691, 38817)",0.0,0,272,0.0,0.04573548895105285,-100
"(49569, 49571)",0.0,0,0,0.0,0.015258698535195715,-100
"(717, 718)",0.0,0,0,0.0,0.015258698535195715,-100
"(38803, 38819)",0.07692307692307693,2,195,0.750545005473521,0.04264418765011274,-100
"(7718, 38090)",0.0,0,0,0.0,0.02256047574109683,-100
"(47223, 9417)",0.0,0,2,0.0,0.016021633461955502,-100
"(38630, 8660)",0.0,0,255,0.0,0.04056385707396983,-100
"(10907, 9107)",0.0,0,2,0.0,0.016021633461955502,-100
"(38600, 39027)",0.06666666666666667,2,252,0.7553857282466059,0.041999421944149753,-2
"(15017, 16237)",0.0,0,0,0.0,0.01610555630389908,-100
"(8561, 8609)",0.15384615384615385,2,50,0.8979307383872341,0.025033278010682503,-2
"(21879, 38282)",0.0,0,180,0.0,0.028939120545369994,-3
"(8568, 38618)",0.0,0,225,0.0,0.033013535795153745,-100
"(884, 24197)",0.0,0,2,0.0,0.016021633461955502,-100
"(50445, 50450)",0.0,0,0,0.0,0.016181849796575054,-100
"(38176, 38080)",0.03571428571428571,1,210,0.45511961331341866,0.03278449133952201,-100
"(12529, 25335)",0.0,0,0,0.0,0.015258698535195715,-100
"(12588, 38770)",0.0,0,48,0.0,0.03228313181858176,-100
"(38104, 38187)",0.0,0,130,0.0,0.026518662111965623,-100
"(13571, 13572)",0.0,0,0,0.0,0.015258698535195715,-100
"(27210, 25925)",0.0,0,36,0.0,0.016021633461955502,-100
"(37885, 38234)",0.0,0,28,0.0,0.026610588278619198,-100
"(38639, 38757)",0.0,0,165,0.0,0.028196052924752038,-100
"(5835, 38783)",0.0,0,80,0.0,0.035482781742759865,-100
"(26073, 38260)",0.0,0,24,0.0,0.031939254700727115,-100
"(8568, 8584)",0.0,0,105,0.0,0.031438526218523485,-100
"(38609, 38816)",0.0,0,256,0.0,0.0452864159393635,-3
"(8403, 10312)",0.0,0,0,0.0,0.016021633461955502,-100
"(38541, 38728)",0.0,0,120,0.0,0.025213855812025295,-3
"(17770, 17771)",0.0,0,0,0.0,0.015258698535195715,-100
"(5498, 29916)",0.0,0,0,0.0,0.015258698535195715,-100
"(38684, 38302)",0.0,0,182,0.0,0.0437676694871855,-100
"(3122, 8609)",0.0,0,15,0.0,0.01969749715934775,-100
"(37987, 38185)",0.0,0,150,0.0,0.025394911523435565,-3
"(19881, 36813)",0.0,0,2,0.0,0.01678456838871529,-100
"(37991, 38256)",0.0,0,144,0.0,0.03494022993843555,-3
"(47882, 38691)",0.0,0,17,0.0,0.026313278702175112,-100
"(14730, 14732)",0.0,0,12,0.0,0.020065188573782367,-100
"(8465, 8556)",0.0,0,140,0.0,0.02373353228862877,-100
"(38566, 38837)",0.0,0,221,0.0,0.036266536400736,-3
"(38832, 38831)",0.0,0,72,0.0,0.03986347329740582,-100
"(38053, 38745)",0.0,0,50,0.0,0.024042211663035218,-100
"(38134, 38189)",0.0,0,150,0.0,0.03292244750652479,-100
"(38511, 38788)",0.0,0,272,0.0,0.032216766802463215,-3
"(38541, 38736)",0.0,0,90,0.0,0.02500785011436178,-1
"(10614, 8594)",0.0,0,0,0.0,0.020974420117940373,-100
"(38637, 38785)",0.0,0,210,0.0,0.030916677584217407,-100
"(41407, 38265)",0.0,0,4,0.0,0.0219616275712455,-100
"(8484, 8574)",0.0,0,60,0.0,0.020420308033690514,-100
"(38527, 27409)",0.0,0,30,0.0,0.019538763474318113,-100
"(38056, 38614)",0.0,0,240,0.0,0.021512880485356864,-100
"(14334, 8482)",0.0,0,26,0.0,0.01855457741879799,-100
"(38106, 38181)",0.0,0,210,0.0,0.030104172684824338,-100
"(2006, 37155)",0.0,0,2,0.0,0.016174220447307458,-100
"(16568, 42114)",0.0,0,2,0.0,0.016021633461955502,-100
"(38753, 38836)",0.0,0,143,0.0,0.04160248013104827,-100
"(47087, 47091)",0.0,0,0,0.0,0.015258698535195715,-100
"(38075, 38284)",0.0,0,255,0.0,0.04330236209762987,-3
"(19988, 19990)",0.0,0,0,0.0,0.015258698535195715,-100
"(986, 38808)",0.0,0,56,0.0,0.0239430056628627,-100
"(37927, 27695)",0.0,0,3,0.0,0.017547503315475076,-100
"(38075, 5197)",0.0,0,15,0.0,0.020891551179045925,-100
"(8633, 4368)",0.0,0,13,0.0,0.027661599972219893,-100
"(1091, 40720)",0.0,0,6,0.0,0.017631426157418653,-100
"(38153, 38264)",0.045454545454545456,1,102,0.35295612386476116,0.03901184916904101,-100
"(26838, 40555)",0.0,0,1,0.0,0.016021633461955502,-100
"(8408, 8528)",0.0,0,63,0.0,0.02129127314227922,-3
"(7136, 7184)",0.0,0,0,0.0,0.015258698535195715,-100
"(8444, 8654)",0.0,0,54,0.0,0.02687299189607783,-3
"(26847, 44178)",0.0,0,0,0.0,0.016021633461955502,-100
"(38017, 38304)",0.07407407407407407,2,210,0.7716989774506997,0.04192567619636819,-2
"(33262, 40515)",0.0,0,1,0.0,0.016021633461955502,-100
"(20118, 20120)",0.0,0,0,0.0,0.015258698535195715,-100
"(16269, 38747)",0.0,0,0,0.0,0.032765763209666066,-100
"(2406, 48861)",0.0,0,0,0.0,0.015258698535195715,-100
"(38772, 38764)",0.0,0,98,0.0,0.031068003842490942,-100
"(11734, 11740)",0.0,0,0,0.0,0.015258698535195715,-100
"(8556, 8575)",0.0,0,70,0.0,0.02497236871170782,-100
"(27505, 38651)",0.0,0,154,0.0,0.02177628231924432,-4
"(15472, 31658)",0.0,0,1,0.0,0.016021633461955502,-100
"(38537, 38749)",0.0,0,140,0.0,0.02653280288958199,-3
"(38118, 24954)",0.0,0,10,0.0,0.021293293363447884,-100
"(30488, 38826)",0.0,0,16,0.0,0.03552537589618381,-100
"(33491, 33494)",0.0,0,0,0.0,0.015258698535195715,-100
"(8596, 8621)",0.043478260869565216,1,95,0.45511961331341866,0.038018186149482464,-100
"(48350, 48353)",0.0,0,0,0.0,0.015258698535195715,-100
"(11697, 486)",0.0,0,5,0.0,0.016021633461955502,-100
"(38001, 38787)",0.0,0,150,0.0,0.03191349099859839,-100
